product_family_name,product_id,train_sales_amount,reason_type,reason_message
LARGE GLASS HEART TRINKET POT,21315,-17.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
LARGE HANGING GLASS+ZINC LANTERN,84760L,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
LARGE SILVER BALUSTRADE CANDLESTICK,21346,-5.95,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
LARGE ZINC/GLASS CANDLEHOLDER,72812,65.23,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
LOST,35956,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
M/COLOUR POM-POM CURTAIN,44265,34.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
MAILOUT,22501,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
MANUAL,M,-24677.27,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
MEDINA STAMPED METAL TRAY,21685,29.9,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
MEMORYBOX,84868B,34.75,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
"MERCHANT CHANDLER CREDIT ERROR, STO",21830,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
METAL BASE FOR CANDLES,71215,68.52,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
METAL HERB GERDEN CONTAINER,23091,56.25,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
METALIC LEAVES BAG CHARMS,90119,57.4,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
MIA,20681,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
MIDNIGHT BLUE DROP CRYSTAL NECKLACE,90012A,50.78,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
MINITURE ANTIQUE ROSE HOOK IVORY,23148,40.8,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
MISCELLANEOUS,21181,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
MISO PRETTY GUM,DCGS0058,34.82,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
MISSING,17027A,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
MULTICOLOUR EASTER RABBIT,35910A,79.94999999999999,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
MULTICOLOUR GLASS PLATE,79534,63.800000000000004,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
Mixed with blue,21915,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
NAVY CUDDLES DOG HOODIE,DCGS0066N,17.3,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
NEW BAROQUE BLACK BOXES,84617,51.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
NEW BAROQUE WALL MIRROR,84648,12.75,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
NEW ENGLAND EGG WARMER,47598,82.52000000000001,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
NEW ENGLAND MUG W GIFT BOX,37509,76.5,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
NEW ENGLAND PLACEMATS,84509F,75.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
Not rcvd in 10/11/2010 delivery,22796,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
ORANGE FELT VASE + FLOWERS,84743C,12.5,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
ORIGAMI SANDLEWOOD INCENSE IN TUBE,17013F,9.899999999999999,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
OWLS CHARLOTTE BAG,20721,0.85,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PACK/12 DECOUPAGE CARD,84247H,76.68,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PACK/12 RUSSIAN DOLL CARDS,84247J,12.780000000000001,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PADDED HOLLY CHRISTMAS DECORATION,85081,47.43,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PADS TO MATCH ALL CUSHIONS,PADS,-36.586000000000006,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PAINTED SEA SHELL METAL WINDCHIME,75172,39.480000000000004,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PAIR OF PINK FLOWER CLUSTER SLIDE,90208,45.31,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PAIR PINK/BLACK COATHANGERS,35644,48.75,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PALE PINK/AMETHYST STONE NECKLACE,90136,40.47,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PASTA ENAMEL/BRASS CONTAINER,35233,45.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PENDANTNECKLACE,90141A,99.46000000000001,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PHOTOFRAMELARGE,85023C,56.099999999999994,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK BALLET OPENING CUBE BOX,16192,12.899999999999999,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK BEADED CONE CHRISTMAS,35051B,5.88,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK CHRISTMAS FLOCK DROPLET,35610A,97.94,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK CROCHET CAT WITH SCARF,84582,63.75,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK EASTER HENS+FLOWER,84746,37.5,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK EAU DE COLOGNE BOTTLE,84753A,92.16999999999999,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK GLASS COCKTAIL LAMP,84255A,4.2,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK MINI STATIONERY SET W CASE,16245A,13.75,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK PAISLEY PHOTO ALBUM,84864A,67.71000000000001,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK PORCELAIN B'FLY OIL BURNER,18098A,5.9,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK RABBIT SITTING EASTER,84450A,14.940000000000001,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
"PINK ROSES/GINGHAM PATCH RABBIT 8""",84586L,44.25000000000001,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK TALL PORCELAIN T-LIGHT HOLDER,18097A,43.349999999999994,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK VINTAGE VICTORIAN CHOKER,90066A,33.75,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK VINTAGE VICTORIAN EARRINGS,90067A,64.84,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK/WHITE GLASS DEMI CHOKER,90078,67.64,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PINK/YELLOW RABBIT SAT EASTER,84450B,61.92,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PIZZA DISH SLICE,22347,45.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PLAYINGCARDS,DCGS0041,5.06,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
POLKADOT PENS,22740,40.8,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
POPART WOODEN PENCILS ASST,16045,65.44,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PORCELAIN CHERUB BELL LARGE,20953,47.849999999999994,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PORCELAIN CHERUB BELL SMALL,20952,24.840000000000003,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PORCELAIN HANGING BELL LARGE,20958,70.5,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
POSSIBLE DAMAGES OR LOST?,21622,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
POSTAGE,POST,-730.5699999999996,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PURPLE ORCHID FLOWER LIGHTS,79340P,-15.9,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PURPLE TINT ACRYLIC FLOWER VASE,79172D,20.4,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
PURPLE/COPPER HANGING LAMPSHADE,44092C,10.2,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
RABBITEASTER,35909B,88.72,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
RASTA IN BATH W SPLIFF ASHTRAY,35443,8.5,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
RED PEONY DES C/COVER,84984B,32.550000000000004,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
RED PEONY PHOTO FRAME,84705F,46.5,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
RED PEONY TABLE CLOCK,84706F,80.55,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
RED SPOTTY BEAKER,21394,60.449999999999996,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
"RETRO PILL BOX , REVOLUTIONARY",79063D,22.220000000000002,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
"RETRO PILL BOX KEY CHAIN,THE KING",79063C,25.6,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
"RETRO TIN ASHTRAY,REVOLUTIONARY",79062D,7.800000000000001,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
RHOMBUS CRYSTAL PERFUME BOTTLE,84814B,13.65,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
ROBOT PENCIL SHARPNER,10002R,20.57,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
ROSES ON BLUE TEACUP CANDLE,72045D,66.89,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
ROUND FOOD CONTAINER S/5 RETROSPOT,22329,39.599999999999994,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
RUBY GLASS CLUSTER EARRINGS,90071,95.59,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
"RUBY GLASS NECKLACE 42""",90068,15.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
Rust fixed,22236,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
Rusty,22236,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
Rusty connections,22236,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
S/16 BLACK SHINY/MAT BAUBLES,35603B,-29.400000000000006,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
S/2 HYACINTH BULB CANDLES,85171,2.55,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
S/3 POT POURI CUSHIONS BLUE COLOURS,17007B,71.4,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
S/3 RABBIT FLOWER/EGG/CARROT ROPE,84458,91.8,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
S/4 BLACK DISCO PARTITION PANEL,85115B,12.75,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
S/5 MINI ICE CREAM FRIDGE MAGNETS,85218,-4.35,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
S/6 CHRISTMAS TREE PLACE SETTING,35974,3.75,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
S/6 PINK EASTER DECS IN BOX,84437A,80.75,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
S/6 SCANDINAVIAN HEART T-LIGHT,35999,2.55,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SAMPLES,S,-4406.17,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SANDALWOOD INCENSE IN TIN,17091F,27.71,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SCOTTIE DOGS CHILDRENS OVERALL,47592B,6.300000000000001,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET 4 EASTER DECOUPAGE OVAL BOXES,85184B,38.35,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET 5 MINI DOUGHNUT FRIDGE MAGNET,21697,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET OF 2 CERAMIC PAINTED HEARTS,23270,10.149999999999999,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET OF 2 CHESTS CHOCOLAT AU LAIT,85157,12.72,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET OF 3 HANGING OWLS OLLIE BEAK,23275,62.46,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET OF 3 RABBIT CARROTS EASTER,84455,68.61,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET OF 3 RABBIT EGG EASTER,84456,22.95,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET OF 4 PASTEL STACKING MUGS,37348,30.6,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET OF 6 DOTS CHOPSTICKS,21950,71.57999999999998,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET OF 6 NATIVITY MAGNETS,23157,45.61,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET OF KITCHEN WALL STICKERS,21254,-11.8,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET OF SIX SILVER+RED FLOCK BAUBLES,35837,1.7,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET Of 6 SOLDIER SKITTLES,22619,60.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET/16 WHITE SHINY & MATT BAUBLES,35603C,48.3,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET/2 CHRISTMAS DECOUPAGE CANDLES,72817,50.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SET/4 GARDEN ROSE DINNER CANDLE,72798C,54.76,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SHOW,71477,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
"SILICON CUBE 25W, BLUE",79151B,0.84,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SILICON STAR BULB BLUE,79149B,6.72,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SILVER/NAT SHELL NECKLACE W PENDANT,90152A,23.04,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SKY BLUE COLOUR GLASS GEMS IN BAG,17129C,58.83,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SMALL FOLKART CHRISTMAS TREE DEC,35955,34.620000000000005,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SPHERICAL IVORY CANDLE,72715,36.96,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SPOTS ON RED BOOKCOVER TAPE,10124A,24.36,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SPOTTED WHITE NATURAL SEED NECKLACE,90030A,41.760000000000005,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
STAR WARS TOP TRUMPS GAME,21857,10.23,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
STAR WREATH DECORATION WITH BELL,23213,24.96,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
STOCK,21701,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
STORAGETIN,23235,10.620000000000001,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
STRAWBERY SWIRL FLARE CANDLE,72083A,50.400000000000006,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
STRESSBALL,21596,67.91,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SWALLOW SMALL TUBE MATCHES,21585,1.65,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
SWEETHEART CREAM STEEL FOLDIN CHAIR,21475,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
Sold as 17003?,17033,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
Sold as A/B,84966C,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
Sold as C,84966A,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
T,72732,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
TABLERUN,47341A,48.75,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
TEATIME ROUND CAKE TINS,79065A,29.849999999999998,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
TEATIMEPENCIL,16050,64.06,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
THROWNAWAY,23059,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
TOADSTOOL LUNCHBOX WITH CUTLERY,21560,15.44,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
TOPTRUMPSGAME,21853,25.74,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
TRANSPARENT ACRYLIC TAPE DISPENSER,16254,47.08,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
TRAYFORTVDINNER,22472,59.400000000000006,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
TREASURETIN,23241,79.03999999999999,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
TRIOBASE,79157B,0.85,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
UNKNOWN,17129F,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
UNKNOWNITEM,22459,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
UPDATE,DCGSSBOY,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
VINTAGE BEAD FILLED PINK CUSHION,35654,59.400000000000006,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
VINTAGE BLUE VACUUM FLASK 0.5L,22003,-67.5,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
VINTAGE COLLAGE GREETING CARD,21511,16.799999999999997,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
VINTAGE ENAMEL & CRYSTAL NECKLACE,90079,60.1,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
VINTAGE ENGRAVED HEART,23061,45.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
VINTAGE METAL CAKE STAND CREAM,21772,12.75,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WATERDAMAGED,79030G,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WELCOME METAL SIGN,85151,55.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WET,51008,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WET/RUSTY,15058A,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WETDAMAGED,84800L,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WHITE ENAMEL FLOWER HAIR TIE,90202B,32.49,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WHITE GLASS TV TRIPLE FRAME,84425A,76.6,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WHITE ORCHID FLOWER LIGHTS,79340W,-45.3,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WHITE ROCKING HORSE HAND PAINTED,23210,24.96,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WHITE ROHMBIC BLOCK TABLE LAMP,79303A,5.9,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WHITE ROSEBUD & PEARL NECKLACE,90163B,83.49,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WHITE/BLUE RECT CERAMIC OIL BURNER,18094C,58.05,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WHITE/PINK CHICK EASTER DECORATION,35913B,84.74,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WINEBOTTLEDRESSING,47013C,77.50999999999999,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WISE MAN STAR SHAPE EGG PAN,84388,90.69,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WOBBLING METAL CHICKEN EASTER,84454,75.33,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WOOD XMAS TREE 9 FIG SHELVES,35596,24.65,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WOODEN CHRISTMAS TREE 3 HANGING,35594,95.5,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WOODEN HEART CHRISTMAS SCANDISPOT,22577,30.599999999999998,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WOODEN STAR CHRISTMAS SCANDISPOT,22578,61.199999999999996,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WOODEN TREE CHRISTMAS SCANDISPOT,22579,81.6,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WOODENDECORATIONS,23263,58.75,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WOODLAND CREATURES WRAP,21496,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WRAP SWEETS LIGHT PINK SMALL BOWL,84596I,80.62,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
"WRAPPING PAPER, XMAS VILLAGE",22959,10.5,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
WRONGCODE,22719,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
"Wet, rusty-thrown away",71477,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
YELLOW BIRDS FELT DES FOODCOVER,37112,37.5,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
YELLOW FELT HANGING HEART W FLOWER,35916A,79.99,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
YELLOW PINK FLOWER DESIGN BIG BOWL,37488A,16.82,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
ZINC HANGING HEART T-LITE HLDR,85123b,6.04,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
ZINC HEART HANGER WITH HOOKS,21053,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
ZINC HEART LATTICE CHARGER SMALL,20848,91.45000000000002,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
ZINC T-LIGHT HOLDER STARS LARGE,23145,11.399999999999999,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
Zebra invcing error,10120,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
adjust,51020B,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
amazon sales,22734,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
bad quality,21100,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
barcode problem,85025C,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
broken glass,21735,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
"broken, uneven bottom",22423,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
cant find,35955,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
code mix up 72597,72586,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
coding mix up,84795A,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
cracked,82494L,0.0,dropped_before_clustering,This product was excluded before clustering because its training-period sales_amount was below the cutoff of 100.
